# author: mariaeli@des40.fnal.gov
# date: 2018/01/25 14:44:11 UTC
# version: obztak v3.3rc5+15.gb0fad40.dirty
HEX,RA,DEC,FILTER,EXPTIME,TILING,PRIORITY,DATE,AIRMASS,SLEW,MOONANGLE,HOURANGLE
1152,222.6080,3.2400,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1163,218.1440,9.5780,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1164,218.8360,8.0080,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1165,219.5390,6.4270,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1166,220.2580,4.8350,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1167,220.9990,3.2320,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1179,216.4720,9.5530,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1180,217.1810,7.9870,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1181,217.8990,6.4100,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1182,218.6320,4.8220,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1183,219.3830,3.2230,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1196,214.7970,9.5220,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1197,215.5210,7.9600,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1198,216.2530,6.3880,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1199,216.9990,4.8050,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1200,217.7610,3.2120,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1214,213.1170,9.4830,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1215,213.8550,7.9280,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1216,214.6010,6.3620,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1217,215.3580,4.7860,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1218,216.1300,3.1990,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1234,211.4300,9.4380,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1235,212.1810,7.8910,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1236,212.9390,6.3330,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1237,213.7080,4.7640,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1238,214.4900,3.1850,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1255,209.7330,9.3860,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1256,210.4970,7.8480,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1257,211.2680,6.2990,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1258,212.0470,4.7400,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1259,212.8390,3.1690,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1277,208.0260,9.3270,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1278,208.8030,7.8010,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1279,209.5850,6.2620,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1280,210.3760,4.7120,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1281,211.1760,3.1520,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1298,207.8900,6.2210,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1299,208.6910,4.6830,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1300,209.5020,3.1320,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1314,206.1820,6.1760,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1315,206.9930,4.6500,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1316,207.8130,3.1110,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1328,205.2810,4.6150,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1329,206.1110,3.0890,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
1339,204.3940,3.0640,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3339,179.0640,5.5660,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3340,178.1320,4.1780,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3359,179.0580,8.3460,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3360,178.1230,6.9630,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3361,177.1930,5.5790,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3362,176.2660,4.1930,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3381,178.1090,9.7440,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3382,177.1760,8.3670,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3383,176.2490,6.9880,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3384,175.3260,5.6050,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3385,174.4060,4.2160,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3399,172.4700,9.9140,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3400,174.3410,9.8390,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3401,176.2220,9.7810,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3402,175.2990,8.4070,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3403,174.3810,7.0280,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3404,173.4660,5.6420,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3405,172.5530,4.2470,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3413,162.4630,8.9380,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3414,164.2600,8.8630,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3415,166.0680,8.7810,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3416,167.8880,8.6940,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3417,169.7220,8.6110,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3418,171.5700,8.5330,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3419,173.4290,8.4640,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3420,172.5210,7.0800,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3421,171.6160,5.6870,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3422,170.7110,4.2830,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3431,165.2030,7.3510,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3432,167.0120,7.2790,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3433,168.8350,7.2080,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3434,170.6720,7.1410,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3435,169.7760,5.7380,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3436,168.8800,4.3230,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3445,166.1360,5.8500,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3446,167.9490,5.7930,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3447,167.0620,4.3650,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9581,180.0000,9.7310,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9593,180.0000,6.9540,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9594,180.9420,8.3460,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9595,181.8910,9.7440,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9607,180.0000,4.1730,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9608,180.9360,5.5660,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9609,181.8770,6.9630,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9610,182.8240,8.3670,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9611,183.7780,9.7810,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9624,181.8680,4.1780,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9625,182.8070,5.5790,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9626,183.7510,6.9880,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9627,184.7010,8.4070,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9628,185.6590,9.8390,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9643,184.6740,5.6050,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9644,185.6190,7.0280,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9645,186.5710,8.4640,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9646,187.5300,9.9140,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9661,185.5940,4.2160,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9662,186.5340,5.6420,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9663,187.4790,7.0800,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9664,188.4300,8.5330,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9682,187.4470,4.2470,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9683,188.3840,5.6870,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9684,189.3280,7.1410,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9685,190.2780,8.6110,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9704,189.2890,4.2830,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9705,190.2240,5.7380,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9706,191.1650,7.2080,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9707,192.1120,8.6940,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9727,191.1200,4.3230,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9728,192.0510,5.7930,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9729,192.9880,7.2790,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9730,193.9320,8.7810,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9744,206.3100,9.2660,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9747,192.9380,4.3650,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9748,193.8640,5.8500,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9749,194.7970,7.3510,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9750,195.7400,8.8630,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9760,204.5830,9.2040,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9761,205.3790,7.6940,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9764,194.7410,4.4090,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9765,195.6630,5.9080,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9766,196.5940,7.4190,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9767,197.5370,8.9380,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9773,202.8440,9.1420,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9774,203.6500,7.6410,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9775,204.4610,6.1320,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9778,196.5300,4.4520,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9779,197.4490,5.9620,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9780,198.3790,7.4800,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9781,199.3210,9.0080,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9783,201.0900,9.0760,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9784,201.9080,7.5900,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9785,202.7290,6.0900,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9786,203.5570,4.5810,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9789,198.3060,4.4910,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9790,199.2230,6.0090,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9791,200.1510,7.5360,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9792,200.9840,6.0500,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9793,201.8200,4.5510,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9794,202.6630,3.0420,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9796,199.1670,3.0070,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9797,200.0700,4.5240,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
9798,200.9210,3.0250,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
10617,135.1520,9.5810,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15691,135.7880,3.2460,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15692,134.8860,4.8590,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15693,133.9160,6.4470,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15707,137.3920,3.2400,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15708,136.5030,4.8540,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15709,135.5550,6.4520,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15710,134.5400,8.0210,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15724,139.0010,3.2320,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15725,138.1200,4.8460,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15726,137.1900,6.4490,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15727,136.2020,8.0310,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15742,140.6170,3.2230,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15743,139.7420,4.8350,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15744,138.8250,6.4400,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15745,137.8580,8.0310,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15746,136.8360,9.5970,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15762,142.2390,3.2120,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15763,141.3680,4.8220,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15764,140.4610,6.4270,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15765,139.5110,8.0230,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15766,138.5130,9.6010,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15783,143.8700,3.1990,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15784,143.0010,4.8050,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15785,142.1010,6.4100,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15786,141.1640,8.0080,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15787,140.1850,9.5940,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15805,145.5100,3.1850,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15806,144.6420,4.7860,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15807,143.7470,6.3880,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15808,142.8190,7.9870,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15809,141.8560,9.5780,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15810,143.5280,9.5530,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15811,145.2030,9.5220,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15812,146.8830,9.4830,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15813,148.5700,9.4380,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15814,150.2670,9.3860,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15815,151.9740,9.3270,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15816,153.6900,9.2660,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15824,147.1610,3.1690,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15825,146.2920,4.7640,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15826,145.3990,6.3620,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15827,144.4790,7.9600,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15828,146.1450,7.9280,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15829,147.8190,7.8910,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15830,149.5030,7.8480,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15831,151.1970,7.8010,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15832,152.9040,7.7480,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15840,148.8240,3.1520,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15841,147.9530,4.7400,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15842,147.0610,6.3330,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15843,148.7320,6.2990,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15844,150.4150,6.2620,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15845,152.1100,6.2210,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15853,150.4980,3.1320,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15854,149.6240,4.7120,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15855,151.3090,4.6830,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15856,153.0070,4.6500,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
15863,152.1870,3.1110,i,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
11,228.6437,6.7681,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
56,229.7955,8.2438,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
69,229.2674,9.7727,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
70,228.0835,8.3231,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
85,227.5311,9.8661,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
102,225.8156,9.9310,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1100,229.2237,5.1969,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1101,229.8403,3.6034,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1105,226.3933,8.3760,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1106,226.9817,6.8079,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1108,228.2368,3.6189,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1113,224.1169,9.9745,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1114,224.7189,8.4104,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1115,225.3326,6.8322,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1116,225.9690,5.2398,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1117,226.6382,3.6292,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1124,223.0553,8.4314,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1125,223.6924,6.8482,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1126,224.3511,5.2508,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1127,225.0386,3.6381,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1137,222.0560,6.8558,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1138,222.7331,5.2565,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1139,223.4379,3.6438,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1149,219.7429,8.4443,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1150,220.4196,6.8572,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1151,221.1151,5.2588,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1152,221.8332,3.6482,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1164,218.0881,8.4393,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1165,218.7822,6.8541,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1166,219.4920,5.2578,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1167,220.2235,3.6503,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1179,215.7303,9.9978,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1180,216.4311,8.4278,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1181,217.1407,6.8468,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1182,217.8649,5.2545,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1183,218.6068,3.6511,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1196,214.0529,9.9760,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1197,214.7692,8.4101,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1199,216.2307,5.2469,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1200,216.9840,3.6496,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1214,212.3704,9.9458,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1215,213.1011,8.3870,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1216,213.8395,6.8171,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1217,214.5885,5.2370,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1218,215.3522,3.6458,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1234,210.6809,9.9092,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
1235,211.4250,8.3585,i,90.0000,2,1,,-1.0000,-1.0000,-1.0000,-1.0000
