# author: kadrlica@ct13117.ctio.noao.edu
# date: 2016/6/27 18:34:13 UTC
# version: maglites v2.2rc2.dev4
#
# This file was created in preparation for the first observing run.
# It uses the `smash_dither` tiling pattern with offsets (in deg):
# [(0,0), (1.0,0.0), (-1.0,0.0), (0.0,-0.75)]
#
# SMC northern overdensity (NOD) fields were added by hand on 20160627:
# > survey_prepare --smcnod -f smcnod_fields.csv -d smash_dither -p
#
HEX,RA,DEC,FILTER,EXPTIME,TILING,PRIORITY,DATE,AIRMASS,SLEW,MOONANGLE,HOURANGLE
2885,329.2120,-74.1399,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2886,322.9920,-71.6968,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2886,322.9920,-71.6968,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2887,318.5830,-69.0318,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2887,318.5830,-69.0318,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2888,315.4680,-66.2234,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2888,315.4680,-66.2234,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2972,357.3790,-77.5706,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2972,357.3790,-77.5706,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2973,344.8780,-76.4159,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2973,344.8780,-76.4159,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2974,335.0270,-74.6332,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2974,335.0270,-74.6332,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2975,327.7080,-72.4152,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2975,327.7080,-72.4152,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2976,322.4010,-69.9088,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2976,322.4010,-69.9088,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2977,318.5870,-67.2127,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
2977,318.5870,-67.2127,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3059,20.8969,-80.0129,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3059,20.8969,-80.0129,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3060,3.0112,-80.1329,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3060,3.0112,-80.1329,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3061,346.5830,-79.2124,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3061,346.5830,-79.2124,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3062,333.9550,-77.4800,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3062,333.9550,-77.4800,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3063,325.0860,-75.2207,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3063,325.0860,-75.2207,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3064,319.0220,-72.6420,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3064,319.0220,-72.6420,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3065,314.8820,-69.8695,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3065,314.8820,-69.8695,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3066,312.0490,-66.9770,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3066,312.0490,-66.9770,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3152,355.5240,-79.0585,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3152,355.5240,-79.0585,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3153,341.6410,-77.7720,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3153,341.6410,-77.7720,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3154,331.2330,-75.8316,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3154,331.2330,-75.8316,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3155,323.8580,-73.4686,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3155,323.8580,-73.4686,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3156,318.7160,-70.8419,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3156,318.7160,-70.8419,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3157,315.1370,-68.0497,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3157,315.1370,-68.0497,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3158,312.6540,-65.1516,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3158,312.6540,-65.1516,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3239,40.7350,-80.2031,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3239,40.7350,-80.2031,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3240,22.9098,-81.4931,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3240,22.9098,-81.4931,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3241,1.6944,-81.6333,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3241,1.6944,-81.6333,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3242,342.7560,-80.5720,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3242,342.7560,-80.5720,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3243,329.2300,-78.6424,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3243,329.2300,-78.6424,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3244,320.3870,-76.2063,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3244,320.3870,-76.2063,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3245,314.6650,-73.4893,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3245,314.6650,-73.4893,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3246,310.9210,-70.6123,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3246,310.9210,-70.6123,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3247,308.4530,-67.6406,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3247,308.4530,-67.6406,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3331,30.7275,-80.2719,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3331,30.7275,-80.2719,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3332,12.1881,-80.9667,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3332,12.1881,-80.9667,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3333,353.1150,-80.5190,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3333,353.1150,-80.5190,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3334,337.6570,-79.0689,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3334,337.6570,-79.0689,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3335,326.8080,-76.9481,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3335,326.8080,-76.9481,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3336,319.5530,-74.4308,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3336,319.5530,-74.4308,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3337,314.7170,-71.6828,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3337,314.7170,-71.6828,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3338,311.4710,-68.7972,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3338,311.4710,-68.7972,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3339,309.2940,-65.8270,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3339,309.2940,-65.8270,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3421,46.0832,-81.4436,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3421,46.0832,-81.4436,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3422,25.7364,-82.9471,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3422,25.7364,-82.9471,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3423,359.8230,-83.1158,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3423,359.8230,-83.1158,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3424,337.7210,-81.8660,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3424,337.7210,-81.8660,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3425,323.5310,-79.7031,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3425,323.5310,-79.7031,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3426,315.0580,-77.0800,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3426,315.0580,-77.0800,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3427,309.9130,-74.2273,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3427,309.9130,-74.2273,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3428,306.7070,-71.2526,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3428,306.7070,-71.2526,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3429,304.6910,-68.2094,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3429,304.6910,-68.2094,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3430,303.4480,-65.1263,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3430,303.4480,-65.1263,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3513,34.5466,-81.6578,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3513,34.5466,-81.6578,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3514,12.6438,-82.4740,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3514,12.6438,-82.4740,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3515,349.8720,-81.9454,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3515,349.8720,-81.9454,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3516,332.6820,-80.2899,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3516,332.6820,-80.2899,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3517,321.6450,-77.9656,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3517,321.6450,-77.9656,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3518,314.7610,-75.2886,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3518,314.7610,-75.2886,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3519,310.4000,-72.4223,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3519,310.4000,-72.4223,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3520,307.5950,-69.4492,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3520,307.5950,-69.4492,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3521,305.7910,-66.4132,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3521,305.7910,-66.4132,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3604,65.4384,-80.0302,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3604,65.4384,-80.0302,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3605,53.0936,-82.5776,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3605,53.0936,-82.5776,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3606,29.9723,-84.3649,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3606,29.9723,-84.3649,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3607,356.9580,-84.5763,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3607,356.9580,-84.5763,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3608,330.9220,-83.0659,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3608,330.9220,-83.0659,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3609,316.6710,-80.6338,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3609,316.6710,-80.6338,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3610,309.0690,-77.8224,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3610,309.0690,-77.8224,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3611,304.7790,-74.8439,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3611,304.7790,-74.8439,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3612,302.2620,-71.7831,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3612,302.2620,-71.7831,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3613,300.7830,-68.6787,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3613,300.7830,-68.6787,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3614,299.9570,-65.5508,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3614,299.9570,-65.5508,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3615,299.5720,-62.4111,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3615,299.5720,-62.4111,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3697,56.5553,-80.8805,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3697,56.5553,-80.8805,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3698,39.8007,-82.9825,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3698,39.8007,-82.9825,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3699,13.3210,-83.9692,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3699,13.3210,-83.9692,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3700,345.3000,-83.3248,g,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
3700,345.3000,-83.3248,r,90.0000,1,1,,-1.0000,-1.0000,-1.0000,-1.0000
